incident_id,disaster_type,incident_type,people_affected,people_trapped,injured_people,missing_people,children_affected,elderly_affected,water_level_m,flooded_area_percent,road_status,house_damage,evacuation_route_available,power_available,communication_available,medical_required,medical_severity,ambulance_required,latitude,longitude,nearest_hospital_km,nearest_shelter_km,nearest_rescue_team_km,population_density,priority
UKD-005366,Landslide,Missing Person,154,24,0,8,12,9,0.51,10.43,Partially Blocked,Minor,1,1,1,1,Moderate,0,29.453552,79.56189,13.86,4.67,5.7,369,P3
UKD-000484,Earthquake,Damaged House,68,43,2,2,17,3,0.11,2.0,Blocked,Moderate,0,0,0,0,None,0,30.261129,78.074598,6.7,3.03,3.7,3406,P1
UKD-005198,Landslide,Infrastructure Damage,62,19,1,0,11,2,0.46,6.51,Blocked,Minor,1,1,1,1,Moderate,0,30.286896,78.01112,2.24,2.52,3.41,2397,P3
UKD-002672,Landslide,Infrastructure Damage,68,35,0,0,8,4,0.65,10.91,Partially Blocked,Moderate,0,1,1,1,Low,0,29.457174,79.374435,6.05,14.27,5.35,543,P2
UKD-002060,Flood,Trapped People,47,35,6,3,13,2,3.17,53.29,Partially Blocked,Severe,0,0,0,1,Moderate,1,28.991652,79.584936,6.59,0.84,2.87,2564,P2
UKD-004679,Earthquake,Infrastructure Damage,3,1,0,0,1,0,0.02,0.36,Blocked,None,1,1,1,0,None,0,30.278029,78.918074,17.78,4.92,23.69,194,P3
UKD-000033,Flood,Damaged House,84,7,0,2,12,5,3.33,51.69,Open,Moderate,1,0,1,1,Low,0,30.282744,78.102154,1.04,8.73,3.79,1918,P1
UKD-000665,Landslide,Missing Person,140,48,5,7,5,7,0.71,12.03,Partially Blocked,Severe,0,0,0,1,Low,0,29.948445,78.18811,11.21,4.2,1.02,3662,P1
UKD-005160,Landslide,Trapped People,8,5,0,0,2,2,0.08,1.79,Open,Minor,1,1,1,0,None,0,30.385863,78.472136,19.02,3.98,17.42,217,P3
UKD-004183,Landslide,Evacuation Request,9,0,1,0,0,0,0.19,3.28,Open,None,1,1,1,1,Moderate,1,30.353353,78.100055,10.98,6.85,1.81,1623,P3
UKD-001445,Flood,Trapped People,19,7,0,3,0,3,1.73,45.29,Partially Blocked,None,1,1,1,1,Critical,1,29.973175,78.210278,2.48,0.86,3.65,5924,P1
UKD-002400,Cloudburst,Evacuation Request,33,11,0,0,0,1,1.27,28.61,Open,Moderate,0,0,1,0,None,0,30.518934,78.519356,4.75,10.19,13.33,79,P2
UKD-002442,Cloudburst,Flooded Road,14,3,1,0,3,1,2.25,50.5,Blocked,Moderate,0,1,1,1,Moderate,1,29.428719,79.526404,8.51,4.23,11.56,237,P2
UKD-005853,Landslide,Damaged House,82,34,2,2,14,4,0.47,10.53,Partially Blocked,None,0,1,1,0,None,0,29.446298,79.589907,5.32,5.95,1.53,2229,P3
UKD-001706,Earthquake,Injured Person,26,20,6,0,9,1,0.13,2.77,Blocked,Minor,0,1,0,1,Critical,1,30.246098,78.006701,3.03,2.93,6.11,1256,P1
UKD-005983,Landslide,Missing Person,5,0,0,1,1,0,0.19,3.58,Open,None,1,1,1,0,None,0,29.356003,79.562279,4.73,2.08,6.46,252,P3
UKD-002851,Flood,Trapped People,62,39,3,0,12,13,2.73,52.22,Partially Blocked,Severe,0,1,1,0,None,0,29.860128,78.171874,2.49,0.93,4.0,3399,P2
UKD-005502,Landslide,Injured Person,20,12,5,1,3,1,0.33,6.17,Blocked,Moderate,0,0,1,0,None,0,30.245313,78.96029,13.14,15.96,15.01,147,P3
UKD-002278,Earthquake,Injured Person,114,28,11,5,17,10,0.19,3.67,Partially Blocked,Severe,1,0,1,1,Critical,1,29.462843,79.494466,7.51,9.7,11.76,549,P2
UKD-001402,Flood,Flooded Road,81,16,1,1,13,5,3.68,66.04,Blocked,Moderate,1,1,0,1,Low,0,30.372871,78.007221,3.69,3.02,3.23,1581,P1
UKD-005549,Cloudburst,Trapped People,10,1,0,0,2,0,1.17,15.81,Open,None,1,1,1,0,None,0,29.986855,78.198414,8.3,1.34,2.37,847,P3
UKD-000171,Flood,Evacuation Request,35,1,0,1,3,5,0.97,23.03,Open,None,1,1,0,1,Critical,1,28.952988,79.551076,1.77,3.41,2.4,1529,P1
UKD-000541,Cloudburst,Damaged House,58,38,0,4,8,2,1.86,47.02,Blocked,None,0,1,0,0,None,0,30.20516,78.008573,5.39,2.7,1.22,1604,P1
UKD-005466,Earthquake,Damaged House,4,0,0,0,2,0,0.03,0.44,Open,Minor,1,1,1,0,None,0,29.418618,79.423358,11.74,3.25,6.8,980,P3
UKD-004606,Landslide,Evacuation Request,14,2,0,0,1,0,0.23,3.97,Partially Blocked,Minor,0,1,1,0,None,0,29.981972,78.112756,1.84,5.39,8.24,1554,P3
UKD-002459,Flood,Trapped People,25,15,1,0,1,4,1.8,55.92,Partially Blocked,Minor,0,1,1,1,Low,0,29.962091,78.081747,5.41,5.31,5.96,2296,P2
UKD-003909,Landslide,Infrastructure Damage,32,4,1,2,5,9,0.31,5.31,Partially Blocked,None,1,1,1,1,Low,0,30.360244,78.601257,13.13,10.28,18.07,112,P2
UKD-000675,Landslide,Infrastructure Damage,29,16,3,2,6,3,0.47,10.65,Blocked,Minor,0,1,1,1,Moderate,1,30.262796,77.914885,4.85,1.08,1.04,2284,P1
UKD-002919,Landslide,Trapped People,50,39,2,1,10,5,0.6,14.12,Partially Blocked,Moderate,0,0,0,1,Low,0,29.910142,79.136796,12.34,4.81,5.17,325,P2
UKD-004077,Flood,Flooded Road,11,0,0,0,1,2,1.61,37.82,Partially Blocked,Minor,1,0,1,0,None,0,29.000559,79.416235,2.69,0.83,1.56,4544,P3
UKD-001816,Landslide,Injured Person,52,15,10,2,16,7,0.36,10.85,Partially Blocked,Moderate,0,1,1,0,None,0,30.360542,78.640555,5.7,9.25,8.4,538,P1
UKD-002555,Flood,Evacuation Request,168,65,1,2,10,4,4.15,88.29,Blocked,Minor,0,1,1,0,None,0,30.403766,78.379999,13.56,8.68,7.53,336,P2
UKD-002101,Cloudburst,Injured Person,5,0,2,0,1,0,0.79,16.16,Open,None,1,0,1,1,Critical,1,29.093098,79.528474,5.44,3.33,8.42,3432,P2
UKD-003126,Landslide,Trapped People,59,48,6,1,14,6,0.71,11.31,Blocked,Severe,0,0,1,1,Moderate,1,29.432456,79.459956,18.3,10.4,19.27,2562,P2
UKD-005494,Landslide,Injured Person,9,2,2,1,2,2,0.47,6.99,Blocked,Minor,1,1,1,0,None,0,30.159046,78.734024,14.39,4.57,24.06,624,P3
UKD-002102,Flood,Injured Person,84,23,6,2,14,8,2.88,61.29,Open,Moderate,0,0,1,1,Critical,1,30.487572,78.022402,12.79,3.57,3.3,1075,P2
UKD-005081,Cloudburst,Waterlogging,62,14,6,2,14,2,2.72,55.95,Blocked,Severe,0,0,1,1,Moderate,1,30.688526,78.555159,21.65,13.61,4.1,225,P3
UKD-002804,Cloudburst,Injured Person,46,28,4,1,8,7,1.05,17.67,Blocked,None,0,1,1,1,Moderate,1,29.889089,78.199877,6.69,5.51,4.13,4173,P2
UKD-001549,Landslide,Evacuation Request,52,12,0,4,10,5,0.5,8.59,Partially Blocked,None,1,0,1,0,None,0,29.336308,79.451771,0.79,10.08,6.79,819,P1
UKD-004751,Earthquake,Infrastructure Damage,30,22,5,4,11,2,0.1,3.1,Blocked,Severe,0,0,0,1,Low,0,28.98138,79.439914,4.81,2.7,8.06,8019,P3
UKD-004851,Flood,Evacuation Request,87,54,2,1,9,7,2.92,56.23,Blocked,Minor,0,0,1,1,Low,0,30.180953,78.675657,6.26,1.26,11.35,441,P3
UKD-000356,Earthquake,Trapped People,115,68,3,3,4,7,0.09,2.35,Blocked,Moderate,1,0,1,1,Moderate,1,29.581506,79.709093,6.94,9.06,18.33,678,P1
UKD-002641,Earthquake,Trapped People,41,27,3,1,11,6,0.16,2.68,Blocked,Moderate,1,1,1,1,Low,0,30.091269,78.769999,13.52,6.29,15.87,1328,P2
UKD-004170,Landslide,Injured Person,3,0,1,0,0,0,0.22,2.89,Open,Minor,1,1,1,1,Low,1,30.376543,77.993927,2.99,0.79,11.5,638,P3
UKD-004677,Landslide,Evacuation Request,4,0,0,0,2,0,0.22,3.31,Partially Blocked,Minor,1,1,0,0,None,0,30.261153,78.908488,3.73,13.17,5.21,342,P3
UKD-005310,Earthquake,Missing Person,36,4,0,10,6,6,0.05,1.14,Open,Minor,1,1,1,0,None,0,29.442188,79.414865,3.0,2.01,7.71,419,P3
UKD-004274,Earthquake,Damaged House,3,2,0,0,0,0,0.02,0.59,Partially Blocked,Moderate,1,1,1,0,None,0,30.260598,77.978552,2.05,0.99,6.71,479,P3
UKD-001052,Earthquake,Injured Person,16,7,1,0,4,1,0.06,1.45,Blocked,Minor,1,1,1,0,None,0,28.888419,79.484869,4.92,7.42,0.98,1354,P1
UKD-002322,Landslide,Damaged House,76,50,3,2,14,5,0.73,16.94,Blocked,Moderate,0,1,1,0,None,0,29.366613,79.421907,8.93,4.41,14.05,510,P2
UKD-004329,Earthquake,Trapped People,8,5,0,0,2,1,0.07,1.47,Partially Blocked,Severe,0,1,1,1,Low,0,29.102566,79.671131,3.59,5.05,3.55,486,P3
UKD-003920,Landslide,Injured Person,34,3,6,1,6,6,0.24,6.16,Partially Blocked,Severe,1,1,1,1,Moderate,1,30.220647,79.357507,22.72,19.46,6.04,1013,P2
UKD-001752,Cloudburst,Waterlogging,56,14,1,1,16,7,2.94,59.16,Partially Blocked,Moderate,0,1,1,1,Moderate,1,30.105024,78.856805,19.47,11.81,12.34,592,P1
UKD-002465,Earthquake,Infrastructure Damage,64,22,1,0,18,4,0.08,2.23,Open,Moderate,0,1,1,1,Moderate,1,30.148571,78.779742,6.49,3.87,5.65,491,P2
UKD-001773,Landslide,Evacuation Request,26,12,3,5,7,2,0.77,15.34,Partially Blocked,Severe,0,0,0,1,Moderate,0,30.112644,78.760541,4.63,9.66,8.37,560,P1
UKD-001197,Earthquake,Damaged House,26,8,7,1,2,1,0.11,2.12,Partially Blocked,Severe,1,1,0,0,None,0,30.302391,78.144191,5.48,1.39,3.18,987,P1
UKD-001879,Flood,Flooded Road,147,13,9,7,19,6,5.0,84.96,Partially Blocked,Severe,1,0,0,1,Critical,1,30.206792,78.083687,8.9,0.43,2.05,1209,P1
UKD-002017,Cloudburst,Injured Person,4,2,1,0,0,1,1.28,29.3,Blocked,None,1,1,1,1,Low,0,30.385994,78.119984,0.76,1.02,2.42,3005,P2
UKD-002006,Flood,Infrastructure Damage,10,3,0,0,3,1,1.82,28.32,Partially Blocked,Minor,1,1,1,0,None,0,30.537618,78.644615,5.97,8.71,30.0,597,P2
UKD-004076,Cloudburst,Missing Person,3,2,0,1,1,0,0.73,10.15,Partially Blocked,Minor,1,1,1,0,None,0,30.397675,78.258764,15.49,1.89,5.09,144,P3
UKD-001483,Flood,Evacuation Request,29,11,3,0,9,1,5.0,73.42,Open,Moderate,0,0,1,1,Low,0,29.409752,79.539438,5.11,10.17,27.74,121,P1
UKD-000329,Earthquake,Missing Person,147,63,1,13,5,6,0.16,2.44,Blocked,Minor,0,0,0,1,Low,0,30.375352,77.964297,3.01,1.11,5.02,1467,P1
UKD-000649,Flood,Flooded Road,81,13,1,1,14,3,3.6,85.27,Partially Blocked,Moderate,1,0,0,1,Moderate,0,30.503633,78.609244,7.69,10.74,18.52,177,P1
UKD-002895,Cloudburst,Infrastructure Damage,80,50,6,5,2,11,3.85,58.77,Blocked,Severe,0,0,0,1,Critical,1,28.951049,79.470531,5.91,3.87,3.35,2111,P2
UKD-001124,Landslide,Infrastructure Damage,40,28,4,3,10,5,0.62,12.96,Blocked,Moderate,0,1,1,1,Critical,1,30.260884,79.517724,3.76,4.16,30.0,363,P1
UKD-002777,Landslide,Damaged House,98,40,4,0,14,3,0.48,11.16,Partially Blocked,Minor,0,1,1,1,Moderate,0,30.016475,78.242027,2.69,3.21,5.37,1710,P2
UKD-002961,Cloudburst,Flooded Road,54,5,0,4,16,4,2.55,38.32,Partially Blocked,Moderate,1,1,0,1,Low,1,29.498982,80.257121,29.98,4.31,7.18,69,P2
UKD-003456,Landslide,Trapped People,68,51,3,1,3,3,0.71,9.7,Blocked,Moderate,0,0,0,1,Critical,1,30.297779,78.289698,30.0,16.26,7.76,86,P2
UKD-002844,Cloudburst,Evacuation Request,23,10,2,2,5,4,1.93,29.96,Partially Blocked,Minor,0,1,1,1,Moderate,1,30.335195,77.979204,4.6,6.13,1.18,2073,P2
UKD-003090,Cloudburst,Flooded Road,5,0,1,0,1,2,1.56,21.97,Partially Blocked,Minor,1,1,0,1,Low,0,29.374897,80.153604,28.66,12.28,16.15,871,P2
UKD-005022,Landslide,Injured Person,8,2,1,0,0,0,0.32,9.54,Open,Moderate,1,1,1,1,Low,1,30.360121,77.901248,6.62,0.68,4.65,1257,P3
UKD-001260,Cloudburst,Missing Person,125,67,5,7,9,7,2.88,59.48,Blocked,Minor,0,1,1,1,Critical,1,30.269649,78.071301,3.27,1.4,2.63,3091,P1
UKD-004315,Earthquake,Injured Person,4,2,1,0,1,1,0.03,0.42,Partially Blocked,Minor,1,0,1,1,Low,1,30.446836,79.279783,5.51,3.41,13.78,89,P3
UKD-003412,Flood,Evacuation Request,114,31,0,2,9,6,1.58,24.02,Open,None,0,1,0,1,Low,0,29.92983,78.301187,1.23,2.86,4.72,3157,P2
UKD-004620,Landslide,Injured Person,19,1,3,0,6,2,0.37,7.09,Open,Moderate,0,1,1,1,Low,1,30.230518,78.801578,3.28,2.6,7.37,610,P3
UKD-001520,Landslide,Infrastructure Damage,100,41,2,3,2,5,0.61,12.87,Partially Blocked,Minor,0,1,1,1,Low,0,30.279836,78.049502,2.78,5.51,3.97,2911,P1
UKD-001379,Landslide,Trapped People,35,30,5,2,5,1,0.84,11.1,Blocked,Moderate,0,0,0,1,Moderate,1,30.310476,78.192213,4.74,15.13,7.89,145,P1
UKD-004382,Flood,Missing Person,71,18,1,6,14,8,1.45,30.44,Partially Blocked,Moderate,0,0,1,1,Low,0,28.9582,79.53719,0.5,4.08,7.61,2231,P3
UKD-001024,Cloudburst,Injured Person,16,8,5,2,4,3,2.09,48.22,Blocked,Moderate,0,0,0,1,Moderate,1,30.289004,77.88379,2.2,2.18,13.11,2251,P1
UKD-002877,Flood,Flooded Road,11,0,1,1,1,2,1.35,32.79,Open,Minor,1,1,0,1,Moderate,1,30.283908,77.927868,6.23,1.18,3.93,2315,P2
UKD-004554,Landslide,Damaged House,57,14,0,1,7,12,0.57,12.25,Partially Blocked,Moderate,1,1,1,1,Critical,1,30.475924,78.056086,9.01,1.38,6.87,1539,P3
UKD-004796,Cloudburst,Waterlogging,8,1,0,0,0,0,0.83,28.84,Blocked,None,1,1,1,0,None,0,30.782683,78.442025,8.55,7.75,4.94,172,P3
UKD-000913,Earthquake,Trapped People,116,73,5,2,10,3,0.16,3.3,Partially Blocked,Severe,0,0,1,0,None,0,29.312264,79.479762,4.52,8.27,4.92,526,P1
UKD-004039,Earthquake,Trapped People,50,15,2,2,3,5,0.07,1.42,Open,Minor,1,0,1,1,Low,0,30.035627,78.306153,1.0,4.24,6.39,1190,P3
UKD-001676,Earthquake,Injured Person,76,53,9,3,6,9,0.16,3.02,Blocked,Severe,0,0,0,1,Moderate,0,30.286715,77.982435,0.67,1.35,8.57,9895,P1
UKD-001747,Landslide,Evacuation Request,103,59,2,2,8,8,0.64,9.7,Blocked,Moderate,0,1,1,1,Low,0,30.378718,78.505475,15.0,5.07,24.06,212,P1
UKD-002971,Flood,Waterlogging,19,0,1,1,7,0,1.73,47.01,Open,Minor,1,1,1,1,Low,0,30.271922,78.436814,20.87,3.53,11.13,514,P2
UKD-001737,Landslide,Injured Person,24,10,6,3,8,3,0.65,12.62,Blocked,Severe,0,0,0,1,Critical,1,30.108729,79.793784,9.94,15.84,30.0,128,P1
UKD-001630,Flood,Flooded Road,59,22,3,2,12,10,4.55,79.36,Blocked,Moderate,0,0,1,1,Low,0,29.909324,78.22161,4.73,4.28,10.62,1500,P1
UKD-004320,Flood,Damaged House,68,42,2,1,16,6,2.43,38.72,Blocked,Moderate,0,1,0,1,Moderate,0,30.740087,78.315756,30.0,12.59,7.61,379,P3
UKD-000431,Earthquake,Evacuation Request,200,41,2,1,9,10,0.16,2.93,Partially Blocked,Severe,1,1,0,0,None,0,28.899356,79.496514,0.84,1.41,9.33,3397,P1
UKD-001809,Earthquake,Damaged House,70,41,4,3,5,4,0.18,3.9,Partially Blocked,Severe,0,1,1,1,Critical,1,30.4542,78.561273,24.7,2.85,8.27,95,P1
UKD-003528,Cloudburst,Damaged House,60,30,1,3,11,9,2.6,36.78,Partially Blocked,Severe,0,0,1,1,Low,0,30.557301,79.306091,14.66,11.23,9.77,86,P2
UKD-002388,Landslide,Infrastructure Damage,17,6,0,0,2,1,0.48,9.81,Partially Blocked,None,0,1,1,1,Low,1,30.776195,78.345003,10.95,12.82,12.26,231,P2
UKD-003403,Cloudburst,Flooded Road,40,8,1,2,4,7,1.91,55.99,Blocked,Moderate,1,1,0,1,Low,0,30.34483,78.060442,4.29,2.56,4.0,5470,P2
UKD-003481,Cloudburst,Missing Person,140,39,5,8,9,5,2.37,53.68,Blocked,Severe,1,1,1,1,Critical,1,30.272808,79.279725,17.21,7.88,14.57,218,P2
UKD-005707,Flood,Waterlogging,17,2,0,0,8,1,3.75,60.52,Open,Minor,1,0,1,1,Low,1,30.306517,78.089574,0.75,0.28,2.21,1646,P3
UKD-002223,Cloudburst,Evacuation Request,90,26,1,2,11,6,2.88,44.15,Partially Blocked,Minor,1,0,1,0,None,0,29.890044,78.240099,6.38,4.65,1.09,1259,P2
UKD-004199,Flood,Waterlogging,15,1,2,0,4,0,1.96,51.57,Open,None,1,1,1,1,Low,0,29.922749,78.303971,7.99,4.65,1.91,2855,P3
UKD-004167,Earthquake,Trapped People,5,1,0,0,1,0,0.03,0.65,Open,None,1,0,1,0,None,0,30.855402,78.335483,12.47,1.43,15.13,137,P3
UKD-005351,Earthquake,Waterlogging,3,1,0,0,0,1,0.49,18.06,Open,Minor,0,1,1,0,None,0,30.326428,78.004732,1.62,2.01,0.74,1442,P3
UKD-005882,Landslide,Waterlogging,6,0,0,1,0,1,0.54,14.57,Open,None,1,1,0,0,None,0,30.808881,78.392315,14.99,4.18,7.32,231,P3
UKD-004587,Cloudburst,Evacuation Request,41,4,1,0,10,3,0.94,22.75,Open,Moderate,1,1,1,0,None,0,29.42501,79.447061,3.68,11.2,8.27,554,P3
UKD-005325,Flood,Flooded Road,33,8,2,0,6,8,2.18,47.97,Blocked,Severe,0,0,1,1,Critical,1,30.467808,79.005454,13.29,11.41,9.95,197,P3
UKD-001996,Landslide,Flooded Road,70,19,3,3,12,11,1.29,29.13,Partially Blocked,Severe,0,0,1,1,Moderate,1,30.296191,78.055566,5.75,4.26,4.21,1861,P1
UKD-004991,Flood,Trapped People,84,72,1,3,20,7,2.67,81.14,Blocked,Moderate,0,1,1,1,Critical,1,30.328365,78.943615,11.22,17.02,14.17,266,P3
UKD-002225,Earthquake,Injured Person,19,3,3,0,7,1,0.06,0.93,Open,Minor,0,0,1,1,Moderate,1,30.270347,78.853675,7.05,8.6,6.92,413,P2
UKD-001107,Landslide,Trapped People,139,70,3,3,14,2,0.72,15.76,Partially Blocked,Moderate,0,1,0,1,Moderate,1,29.88395,78.294777,1.6,2.57,1.84,2980,P1
UKD-005746,Cloudburst,Injured Person,19,3,7,0,5,2,0.98,22.82,Partially Blocked,None,1,1,1,1,Moderate,1,30.288082,78.117791,5.73,0.33,8.24,1099,P3
UKD-000819,Flood,Trapped People,20,9,1,1,5,5,2.28,50.11,Partially Blocked,None,1,0,1,1,Low,0,29.909114,78.322054,17.2,4.46,1.42,1722,P1
UKD-004073,Flood,Evacuation Request,9,2,1,0,3,0,0.45,10.23,Open,Minor,1,1,1,1,Low,0,30.263924,78.025111,3.05,3.72,3.9,4976,P3
UKD-004359,Earthquake,Infrastructure Damage,26,4,1,2,6,4,0.05,1.45,Open,Minor,1,1,1,0,None,0,30.023092,78.665248,4.85,1.52,5.38,791,P3
UKD-001698,Landslide,Damaged House,103,27,2,3,4,0,0.81,10.47,Partially Blocked,Moderate,1,0,0,1,Moderate,1,30.261385,77.885944,4.74,2.77,1.73,1711,P1
UKD-003222,Landslide,Missing Person,40,24,5,14,5,2,0.7,19.75,Blocked,Moderate,0,0,1,1,Moderate,1,29.440762,79.445151,9.2,9.35,6.26,740,P2
UKD-000137,Flood,Trapped People,104,50,5,2,5,3,4.68,94.42,Open,Moderate,1,0,1,1,Low,0,30.247728,77.959846,4.64,2.88,3.66,2478,P1
UKD-004524,Flood,Evacuation Request,39,3,1,0,6,4,1.67,41.22,Open,Minor,1,1,1,1,Moderate,0,28.780987,79.60696,5.44,5.49,4.57,3252,P3
UKD-002922,Flood,Flooded Road,83,21,1,4,14,7,3.26,56.93,Blocked,Moderate,0,0,0,0,None,0,30.316421,77.984253,4.17,1.76,4.71,3212,P2
UKD-005317,Cloudburst,Flooded Road,6,0,1,0,1,0,1.28,29.52,Partially Blocked,Minor,1,0,1,0,None,0,30.289021,78.415697,23.61,5.29,9.02,901,P3
UKD-001181,Flood,Flooded Road,59,13,4,3,10,3,3.72,78.59,Blocked,Minor,0,1,1,1,Moderate,1,29.997879,78.184978,2.57,3.79,6.02,1863,P1
UKD-003435,Cloudburst,Injured Person,7,0,2,1,3,0,1.42,29.9,Open,None,1,1,1,1,Moderate,1,30.270385,78.134037,1.67,3.19,1.67,1585,P2
UKD-000889,Landslide,Injured Person,96,45,9,3,11,7,0.81,11.79,Partially Blocked,Moderate,0,0,1,1,Critical,1,29.998602,78.192882,3.21,8.39,4.6,3028,P1
UKD-002657,Flood,Flooded Road,20,2,0,0,2,2,1.71,41.69,Partially Blocked,Minor,1,1,1,0,None,0,29.934443,78.11892,3.58,3.4,4.91,2447,P2
UKD-005734,Landslide,Injured Person,2,0,1,0,1,0,0.12,3.24,Open,None,1,1,1,1,Low,0,30.431458,79.372656,18.37,3.8,6.18,175,P3
UKD-002896,Cloudburst,Infrastructure Damage,195,72,6,0,20,4,2.71,49.31,Blocked,Severe,0,1,1,1,Critical,1,30.322509,78.079535,11.62,4.52,1.65,3587,P2
UKD-000818,Earthquake,Evacuation Request,65,25,0,2,8,5,0.1,1.62,Partially Blocked,Moderate,0,0,1,0,None,0,30.293656,78.038297,3.98,0.94,1.14,1735,P1
UKD-001112,Flood,Trapped People,79,65,2,2,9,7,4.46,85.16,Blocked,Severe,0,0,0,1,Moderate,1,30.124383,78.753642,2.11,10.62,30.0,1230,P1
UKD-003413,Flood,Waterlogging,12,1,0,0,3,3,2.82,63.44,Open,None,0,1,1,0,None,0,29.971068,78.041484,3.24,2.47,2.37,607,P2
UKD-002342,Flood,Evacuation Request,59,13,1,1,8,4,1.54,41.91,Partially Blocked,Minor,1,1,1,1,Low,0,30.131196,78.725415,3.32,9.53,21.53,318,P2
UKD-005991,Earthquake,Missing Person,26,3,3,7,5,7,0.05,0.95,Open,Minor,1,1,1,1,Low,0,29.476638,79.52483,2.45,2.88,1.46,558,P3
UKD-003760,Flood,Flooded Road,26,1,0,0,10,2,2.28,56.75,Partially Blocked,Moderate,1,0,1,0,None,0,29.033104,79.502736,1.6,1.65,7.2,416,P2
UKD-001265,Landslide,Flooded Road,132,20,2,4,5,6,1.79,25.21,Blocked,Severe,1,0,1,1,Low,1,30.330458,78.04921,3.73,2.72,2.47,923,P1
UKD-000991,Landslide,Infrastructure Damage,103,49,6,4,7,11,0.62,12.73,Blocked,Severe,1,0,1,1,Critical,1,29.850876,79.728916,13.51,17.84,8.9,120,P1
UKD-003236,Flood,Flooded Road,67,17,2,2,4,5,2.67,33.46,Partially Blocked,Minor,0,1,1,0,None,0,29.552686,80.008947,24.08,14.44,10.99,166,P2
UKD-001740,Cloudburst,Evacuation Request,75,21,2,2,14,6,3.07,42.06,Partially Blocked,Severe,1,1,1,1,Low,1,29.506063,79.460841,5.98,13.29,13.14,1034,P1
UKD-002478,Flood,Flooded Road,31,2,0,0,5,2,1.58,36.61,Partially Blocked,None,1,1,1,0,None,0,30.318067,78.299756,14.16,5.99,8.9,133,P2
UKD-000354,Earthquake,Injured Person,37,18,5,2,12,3,0.13,3.06,Partially Blocked,Moderate,0,0,1,1,Critical,1,29.922695,78.111619,9.02,1.01,5.16,2145,P1
UKD-005270,Flood,Missing Person,62,17,4,7,13,5,2.64,54.65,Open,Minor,0,1,1,1,Critical,1,28.920163,79.568065,1.51,0.81,3.38,3629,P3
UKD-002458,Landslide,Infrastructure Damage,4,2,0,1,0,1,0.77,14.08,Blocked,Minor,1,0,0,0,None,0,30.351713,78.139526,1.39,1.94,2.71,2613,P2
UKD-004208,Flood,Waterlogging,3,0,0,0,0,0,1.3,35.15,Open,Minor,1,1,1,0,None,0,30.266092,78.000985,2.4,1.32,2.43,3341,P3
UKD-001490,Flood,Missing Person,117,67,4,9,11,3,4.21,61.82,Blocked,Severe,0,0,1,1,Low,1,29.312877,80.210236,8.42,3.33,13.41,1026,P1
UKD-003927,Flood,Missing Person,24,10,3,6,2,3,2.55,65.51,Partially Blocked,Moderate,0,1,1,1,Moderate,1,29.355014,79.472119,7.74,6.14,10.8,933,P2
UKD-001229,Flood,Damaged House,39,1,1,1,4,3,1.78,31.89,Open,Minor,1,1,1,1,Low,0,30.013403,78.701434,3.25,3.88,5.47,701,P1
UKD-005933,Flood,Waterlogging,8,1,1,0,0,1,1.59,26.43,Open,None,0,1,1,1,Moderate,0,30.088016,78.199831,3.77,1.48,3.55,2842,P3
UKD-002690,Flood,Missing Person,35,21,1,13,6,6,2.55,68.81,Partially Blocked,Minor,0,0,0,1,Critical,1,30.259701,78.489007,22.66,20.0,16.77,66,P2
UKD-005683,Cloudburst,Waterlogging,25,1,1,0,5,3,1.83,40.64,Blocked,None,1,1,1,1,Low,0,30.252421,78.886935,28.94,2.08,14.76,101,P3
UKD-000053,Earthquake,Injured Person,14,10,2,0,1,1,0.12,3.0,Blocked,Severe,0,0,1,1,Low,0,29.462485,79.60451,9.54,9.93,6.13,319,P1
UKD-003124,Flood,Trapped People,35,19,2,4,9,1,3.76,74.66,Partially Blocked,Minor,1,0,0,1,Critical,1,29.357965,79.992547,11.02,9.0,30.0,674,P2
UKD-003949,Earthquake,Evacuation Request,153,19,5,0,9,4,0.1,2.04,Open,Moderate,1,0,1,1,Critical,1,30.289737,78.014723,2.51,2.52,9.33,4167,P2
UKD-003322,Flood,Flooded Road,49,7,1,2,11,11,2.44,46.89,Blocked,Minor,0,0,1,1,Low,1,29.897838,78.113473,4.34,3.94,10.89,1513,P2
UKD-003653,Landslide,Flooded Road,24,2,1,0,7,1,1.09,21.14,Open,None,1,0,1,1,Moderate,0,30.061272,78.759655,13.55,2.11,9.99,468,P2
UKD-001590,Cloudburst,Trapped People,55,35,4,1,9,2,2.69,55.34,Blocked,Moderate,1,1,1,1,Moderate,0,30.838238,78.478017,17.01,9.33,24.27,135,P1
UKD-001480,Flood,Injured Person,38,16,8,4,7,2,4.66,68.01,Open,Moderate,0,0,0,1,Critical,1,29.936124,78.335874,1.52,5.66,0.5,1045,P1
UKD-001470,Landslide,Evacuation Request,200,73,4,2,13,4,0.75,16.5,Blocked,Severe,0,0,1,1,Critical,1,30.165247,79.018859,15.02,13.05,20.58,114,P1
UKD-002779,Flood,Trapped People,200,83,1,0,2,4,3.36,72.62,Blocked,Minor,0,0,1,1,Moderate,1,29.962133,78.031944,2.79,1.18,9.02,4156,P2
UKD-005988,Flood,Waterlogging,4,0,0,0,1,1,1.85,42.33,Open,Minor,1,0,1,0,None,0,30.25706,78.055072,4.0,4.02,9.91,1767,P3
